name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Marinomonas	28253	G	10	0	10	0.00007
Halomonas	2745	G	20	-1	19	0.00013
Chromohalobacter	42054	G	10	0	10	0.00007
Gallaecimonas	745410	G	37	0	37	0.00025
Alkalimonas	265980	G	18	0	18	0.00012
Ignatzschineria	112008	G	15	-14	1	0.00001
Legionella	445	G	39	-1	38	0.00025
Ursidibacter	1855419	G	11	2	13	0.00009
Deefgea	400947	G	4558	-68	4490	0.03011
Vogesella	57739	G	4547	0	4547	0.03049
Aquitalea	407217	G	481	-481	0	0.00000
Chromobacterium	535	G	77	-20	57	0.00038
Chitinibacter	230666	G	75	-1	74	0.00050
Leeia	650341	G	49	0	49	0.00033
Aquaspirillum	187	G	24	0	24	0.00016
Jeongeupia	885864	G	21	-2	19	0.00013
Formivibrio	83764	G	17	0	17	0.00011
Microvirgula	57479	G	16	-6	10	0.00007
Silvimonas	300264	G	16	-12	4	0.00003
Andreprevotia	397275	G	13	-3	10	0.00007
Rivicola	1649488	G	428	0	428	0.00287
Vitreoscilla	59	G	95	0	95	0.00064
Neisseria	482	G	19	-4	15	0.00010
Crenobacter	1654931	G	11	0	11	0.00007
Acidovorax	12916	G	1449	1	1450	0.00972
Polaromonas	52972	G	1019	-1	1018	0.00683
Comamonas	283	G	771	0	771	0.00517
Rhodoferax	28065	G	505	-1	504	0.00338
Limnohabitans	665874	G	449	-11	438	0.00294
Hydrogenophaga	47420	G	380	-2	378	0.00253
Delftia	80865	G	93	130	223	0.00150
Caenimonas	763439	G	79	0	79	0.00053
Diaphorobacter	238749	G	62	5	67	0.00045
Pseudacidovorax	433923	G	51	0	51	0.00034
Giesbergeria	352449	G	49	-1	48	0.00032
Pelomonas	335058	G	40	203	243	0.00163
Verminephrobacter	364316	G	33	-13	20	0.00013
Variovorax	34072	G	29	1	30	0.00020
Ottowia	219181	G	25	-2	23	0.00015
Ramlibacter	174951	G	24	0	24	0.00016
Curvibacter	281915	G	23	42	65	0.00044
Kinneretia	683756	G	23	0	23	0.00015
Lampropedia	198705	G	23	0	23	0.00015
Extensimonas	1434001	G	21	0	21	0.00014
Simplicispira	352450	G	21	-3	18	0.00012
Pseudorhodoferax	747294	G	11	0	11	0.00007
Duganella	75654	G	1011	49	1060	0.00711
Massilia	149698	G	703	0	703	0.00471
Janthinobacterium	29580	G	242	0	242	0.00162
Herbaspirillum	963	G	162	-9	153	0.00103
Undibacterium	401469	G	115	0	115	0.00077
Noviherbaspirillum	1344552	G	25	-7	18	0.00012
Glaciimonas	1229970	G	15	-2	13	0.00009
Oxalobacter	846	G	13	0	13	0.00009
Herminiimonas	303379	G	12	-4	8	0.00005
Telluria	34069	G	10	0	10	0.00007
Pseudoduganella	1522432	G	10	32	42	0.00028
Paucibacter	318147	G	291	-24	267	0.00179
Aquabacterium	92793	G	173	-12	161	0.00108
Rhizobacter	212743	G	58	24	82	0.00055
Ideonella	36862	G	39	-5	34	0.00023
Sphaerotilus	34102	G	36	-2	34	0.00023
Piscinibacterium	2066914	G	27	0	27	0.00018
Rivibacter	1146865	G	14	0	14	0.00009
Cupriavidus	106589	G	57	-1	56	0.00038
Pandoraea	93217	G	45	-1	44	0.00030
Paraburkholderia	1822464	G	21	-1	20	0.00013
Caballeronia	1827195	G	17	-5	12	0.00008
Achromobacter	222	G	26	4	30	0.00020
Methylotenera	359407	G	65	-6	59	0.00040
Pseudomethylobacillus	2676063	G	35	0	35	0.00023
Methylophilus	16	G	25	0	25	0.00017
Methylobacillus	404	G	22	0	22	0.00015
Georgfuchsia	690621	G	10	0	10	0.00007
Cypionkella	2804673	G	1279	-1217	62	0.00042
Gemmobacter	204456	G	756	0	756	0.00507
Rhodobacter	1060	G	394	0	394	0.00264
Tabrizicola	1443919	G	191	542	733	0.00491
Cereibacter	1653176	G	188	-1	187	0.00125
Paracoccus	265	G	155	0	155	0.00104
Pseudorhodobacter	238783	G	97	-1	96	0.00064
Amaricoccus	56999	G	83	-25	58	0.00039
Thioclava	285107	G	59	3	62	0.00042
Defluviimonas	1097466	G	45	0	45	0.00030
Rhodovulum	34008	G	44	-1	43	0.00029
Meinhardsimonia	2846747	G	38	0	38	0.00025
Amylibacter	1617805	G	37	-35	2	0.00001
Roseibaca	1400060	G	31	0	31	0.00021
Roseinatronobacter	121820	G	26	0	26	0.00017
Marimonas	1914026	G	22	0	22	0.00015
Psychromarinibacter	2035345	G	18	0	18	0.00012
Monaibacterium	2029873	G	16	0	16	0.00011
Limibaculum	2036011	G	16	0	16	0.00011
Chachezhania	2603319	G	15	0	15	0.00010
Marinosulfonomonas	50056	G	15	0	15	0.00010
Pseudooceanicola	1679449	G	12	10	22	0.00015
Albimonas	663242	G	12	0	12	0.00008
Methylarcula	72021	G	12	0	12	0.00008
Rhodosalinus	2047740	G	10	0	10	0.00007
Albirhodobacter	1537716	G	10	0	10	0.00007
Jhaorihella	1511750	G	10	0	10	0.00007
Jannaschia	188905	G	59	0	59	0.00040
Rhizobium	379	G	70	1	71	0.00048
Agrobacterium	357	G	11	15	26	0.00017
Shinella	323620	G	59	0	59	0.00040
Hyphomicrobium	81	G	127	-33	94	0.00063
Microvirga	186650	G	19	-3	16	0.00011
Methylobacterium	407	G	18	-8	10	0.00007
Enterovirga	2026349	G	18	0	18	0.00012
Rhodoblastus	168658	G	47	-1	46	0.00031
Beijerinckia	532	G	15	-13	2	0.00001
Nordella	169055	G	89	0	89	0.00060
Hansschlegelia	444599	G	66	0	66	0.00044
Mesorhizobium	68287	G	19	0	19	0.00013
Hoeflea	274591	G	14	1	15	0.00010
Bosea	85413	G	39	1	40	0.00027
Rhodoligotrophos	987053	G	14	0	14	0.00009
Anderseniella	444432	G	10	0	10	0.00007
Devosia	46913	G	13	-3	10	0.00007
Novosphingobium	165696	G	49	0	49	0.00033
Sphingorhabdus	1434046	G	29	-23	6	0.00004
Sphingomonas	13687	G	23	-2	21	0.00014
Sphingobium	165695	G	12	0	12	0.00008
Erythrobacter	1041	G	55	5	60	0.00040
Polymorphobacter	1508451	G	23	1	24	0.00016
Brevundimonas	41275	G	35	0	35	0.00023
Aquidulcibacter	2052989	G	16	0	16	0.00011
Caulobacter	75	G	11	0	11	0.00007
Sediminicoccus	1706033	G	16	0	16	0.00011
Roseomonas	125216	G	15	1	16	0.00011
Kaiparowitsia	2303524	G	316	0	316	0.00212
Prochlorococcus	1218	G	279	0	279	0.00187
Altericista	2855430	G	52	-5	47	0.00032
Aegeococcus	2799720	G	19	-15	4	0.00003
Komvophoron	358711	G	34	0	34	0.00023
Chamaesiphon	217161	G	12	0	12	0.00008
Sodalinema	2219504	G	101	0	101	0.00068
Leptochromothrix	2831759	G	72	0	72	0.00048
Lyngbya	28073	G	14	0	14	0.00009
Cyanomargarita	1982356	G	65	-64	1	0.00001
Iphinoe	988814	G	39	0	39	0.00026
Aliinostoc	2035978	G	13	0	13	0.00009
Spirulina	1154	G	14	0	14	0.00009
Selenomonas	970	G	108	-3	105	0.00070
Tepidibacter	214904	G	10	0	10	0.00007
Senegalia	1924097	G	13	0	13	0.00009
Anoxybacillus	150247	G	11	0	11	0.00007
Deinococcus	1298	G	22	0	22	0.00015
Flavobacterium	237	G	358	-1	357	0.00239
Chryseobacterium	59732	G	62	0	62	0.00042
Sphingobacterium	28453	G	24	0	24	0.00016
Arcicella	217140	G	15	0	15	0.00010
Luteolibacter	518753	G	238	-5	233	0.00156
Pirellula	123	G	21	0	21	0.00014
