name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Shimwellia	1335483	G	11	0	11	0.00006
Erwinia	551	G	536	4	540	0.00281
Pantoea	53335	G	167	844	1011	0.00527
Tatumella	82986	G	163	0	163	0.00085
Buchnera	32199	G	48	0	48	0.00025
Rosenbergiella	1356488	G	42	-2	40	0.00021
Izhakiella	1780190	G	10	-10	0	0.00000
Brenneria	71655	G	210	-1	209	0.00109
Pectobacterium	122277	G	114	22	136	0.00071
Dickeya	204037	G	96	0	96	0.00050
Plesiomonas	702	G	369	0	369	0.00192
Xenorhabdus	626	G	72	-10	62	0.00032
Providencia	586	G	56	-1	55	0.00029
Morganella	581	G	43	0	43	0.00022
Photorhabdus	29487	G	30	0	30	0.00016
Proteus	583	G	17	0	17	0.00009
Pragia	82984	G	16	0	16	0.00008
Stenotrophomonas	40323	G	134	8	142	0.00074
Silanimonas	292713	G	124	-16	108	0.00056
Arenimonas	490567	G	34	0	34	0.00018
Lysobacter	68	G	24	-2	22	0.00011
Pseudoxanthomonas	83618	G	24	-2	22	0.00011
Tahibacter	1453544	G	26	0	26	0.00014
Cellvibrio	10	G	302	0	302	0.00157
Pseudoalteromonas	53246	G	106	0	106	0.00055
Shewanella	22	G	96	0	96	0.00050
Marinobacterium	48075	G	30	-3	27	0.00014
Neptunomonas	75687	G	10	0	10	0.00005
Halomonas	2745	G	26	-8	18	0.00009
Chromohalobacter	42054	G	15	0	15	0.00008
Vibrio	662	G	85	-1	84	0.00044
Salinivibrio	51366	G	15	0	15	0.00008
Photobacterium	657	G	12	0	12	0.00006
Ignatzschineria	112008	G	39	-39	0	0.00000
Gallaecimonas	745410	G	32	0	32	0.00017
Alkalimonas	265980	G	15	0	15	0.00008
Legionella	445	G	68	0	68	0.00035
Deefgea	400947	G	10581	-251	10330	0.05382
Vogesella	57739	G	9550	-1	9549	0.04975
Aquitalea	407217	G	1083	-1083	0	0.00000
Chromobacterium	535	G	154	-38	116	0.00060
Iodobacter	32014	G	39	-11	28	0.00015
Chitinibacter	230666	G	159	-1	158	0.00082
Leeia	650341	G	99	0	99	0.00052
Aquaspirillum	187	G	57	1	58	0.00030
Jeongeupia	885864	G	48	-6	42	0.00022
Silvimonas	300264	G	37	-32	5	0.00003
Formivibrio	83764	G	36	-1	35	0.00018
Andreprevotia	397275	G	26	-3	23	0.00012
Microvirgula	57479	G	25	-15	10	0.00005
Rivicola	1649488	G	981	0	981	0.00511
Vitreoscilla	59	G	215	0	215	0.00112
Neisseria	482	G	39	-2	37	0.00019
Crenobacter	1654931	G	21	0	21	0.00011
Polaromonas	52972	G	1119	-1	1118	0.00583
Acidovorax	12916	G	1019	4	1023	0.00533
Comamonas	283	G	737	1	738	0.00385
Limnohabitans	665874	G	542	-32	510	0.00266
Hydrogenophaga	47420	G	455	-2	453	0.00236
Rhodoferax	28065	G	405	0	405	0.00211
Caenimonas	763439	G	78	0	78	0.00041
Delftia	80865	G	49	89	138	0.00072
Pseudacidovorax	433923	G	42	0	42	0.00022
Giesbergeria	352449	G	39	-1	38	0.00020
Curvibacter	281915	G	36	75	111	0.00058
Diaphorobacter	238749	G	32	3	35	0.00018
Verminephrobacter	364316	G	27	-9	18	0.00009
Variovorax	34072	G	25	4	29	0.00015
Ottowia	219181	G	24	-3	21	0.00011
Pelomonas	335058	G	24	222	246	0.00128
Ramlibacter	174951	G	22	0	22	0.00011
Simplicispira	352450	G	22	-1	21	0.00011
Extensimonas	1434001	G	20	0	20	0.00010
Lampropedia	198705	G	16	0	16	0.00008
Kinneretia	683756	G	14	0	14	0.00007
Pseudorhodoferax	747294	G	12	0	12	0.00006
Brachymonas	28219	G	11	0	11	0.00006
Duganella	75654	G	794	101	895	0.00466
Massilia	149698	G	671	-1	670	0.00349
Janthinobacterium	29580	G	245	0	245	0.00128
Undibacterium	401469	G	185	0	185	0.00096
Herbaspirillum	963	G	138	-5	133	0.00069
Noviherbaspirillum	1344552	G	42	-6	36	0.00019
Glaciimonas	1229970	G	21	0	21	0.00011
Telluria	34069	G	11	0	11	0.00006
Herminiimonas	303379	G	11	-5	6	0.00003
Paraherbaspirillum	1649477	G	10	0	10	0.00005
Paucibacter	318147	G	511	-35	476	0.00248
Aquabacterium	92793	G	242	-16	226	0.00118
Ideonella	36862	G	109	-38	71	0.00037
Rhizobacter	212743	G	87	37	124	0.00065
Inhella	644355	G	81	-1	80	0.00042
Piscinibacterium	2066914	G	24	0	24	0.00013
Tepidimonas	114248	G	17	-14	3	0.00002
Thiomonas	32012	G	16	0	16	0.00008
Leptothrix	88	G	15	45	60	0.00031
Sphaerotilus	34102	G	13	-3	10	0.00005
Rivibacter	1146865	G	10	0	10	0.00005
Cupriavidus	106589	G	98	-1	97	0.00051
Pandoraea	93217	G	68	0	68	0.00035
Paraburkholderia	1822464	G	39	-1	38	0.00020
Caballeronia	1827195	G	31	-6	25	0.00013
Achromobacter	222	G	42	0	42	0.00022
Methylotenera	359407	G	58	-2	56	0.00029
Pseudomethylobacillus	2676063	G	39	0	39	0.00020
Methylobacillus	404	G	30	0	30	0.00016
Methylophilus	16	G	11	-3	8	0.00004
Quatrionicoccus	138117	G	10	0	10	0.00005
Cypionkella	2804673	G	2355	-2238	117	0.00061
Gemmobacter	204456	G	1432	-1	1431	0.00746
Rhodobacter	1060	G	935	1	936	0.00488
Tabrizicola	1443919	G	511	1361	1872	0.00975
Cereibacter	1653176	G	462	0	462	0.00241
Paracoccus	265	G	386	0	386	0.00201
Pseudorhodobacter	238783	G	214	-1	213	0.00111
Amaricoccus	56999	G	179	-58	121	0.00063
Rhodovulum	34008	G	121	-1	120	0.00063
Thioclava	285107	G	113	0	113	0.00059
Defluviimonas	1097466	G	103	-1	102	0.00053
Roseibaca	1400060	G	91	0	91	0.00047
Meinhardsimonia	2846747	G	79	0	79	0.00041
Roseinatronobacter	121820	G	57	0	57	0.00030
Marimonas	1914026	G	51	0	51	0.00027
Limibaculum	2036011	G	51	0	51	0.00027
Amylibacter	1617805	G	49	-41	8	0.00004
Monaibacterium	2029873	G	46	0	46	0.00024
Pseudooceanicola	1679449	G	46	23	69	0.00036
Albimonas	663242	G	44	0	44	0.00023
Methylarcula	72021	G	39	0	39	0.00020
Marinosulfonomonas	50056	G	31	0	31	0.00016
Albirhodobacter	1537716	G	28	0	28	0.00015
Chachezhania	2603319	G	25	0	25	0.00013
Psychromarinibacter	2035345	G	21	0	21	0.00011
Rhodosalinus	2047740	G	16	0	16	0.00008
Pararhodobacter	1097465	G	15	0	15	0.00008
Rhodobaca	119541	G	13	8	21	0.00011
Jannaschia	188905	G	107	-104	3	0.00002
Loktanella	245186	G	11	2	13	0.00007
Rhizobium	379	G	145	26	171	0.00089
Shinella	323620	G	111	0	111	0.00058
Hyphomicrobium	81	G	234	-79	155	0.00081
Methylobacterium	407	G	44	-17	27	0.00014
Microvirga	186650	G	36	-8	28	0.00015
Enterovirga	2026349	G	32	0	32	0.00017
Rhodoblastus	168658	G	118	-6	112	0.00058
Beijerinckia	532	G	26	-20	6	0.00003
Nordella	169055	G	157	0	157	0.00082
Hansschlegelia	444599	G	123	0	123	0.00064
Methylocystis	133	G	16	0	16	0.00008
Methylopila	61653	G	12	0	12	0.00006
Bosea	85413	G	125	0	125	0.00065
Mesorhizobium	68287	G	30	-1	29	0.00015
Hoeflea	274591	G	18	2	20	0.00010
Variibacter	1649510	G	22	0	22	0.00011
Rhodopseudomonas	1073	G	11	0	11	0.00006
Anderseniella	444432	G	16	0	16	0.00008
Rhodoligotrophos	987053	G	10	0	10	0.00005
Labrys	204476	G	13	-9	4	0.00002
Devosia	46913	G	10	-2	8	0.00004
Martelella	293088	G	11	1	12	0.00006
Kaistia	166953	G	11	-3	8	0.00004
Novosphingobium	165696	G	330	0	330	0.00172
Sphingorhabdus	1434046	G	216	-176	40	0.00021
Sphingomonas	13687	G	145	5	150	0.00078
Sphingobium	165695	G	38	-1	37	0.00019
Stakelama	1124625	G	22	0	22	0.00011
Sphingopyxis	165697	G	10	0	10	0.00005
Erythrobacter	1041	G	615	31	646	0.00337
Polymorphobacter	1508451	G	197	-53	144	0.00075
Sandarakinorhabdus	362865	G	11	0	11	0.00006
Brevundimonas	41275	G	126	2	128	0.00067
Aquidulcibacter	2052989	G	88	0	88	0.00046
Caulobacter	75	G	70	-1	69	0.00036
Sediminicoccus	1706033	G	100	0	100	0.00052
Roseomonas	125216	G	78	-4	74	0.00039
Hyphomonas	85	G	17	0	17	0.00009
Kaiparowitsia	2303524	G	232	0	232	0.00121
Prochlorococcus	1218	G	198	0	198	0.00103
Altericista	2855430	G	35	-2	33	0.00017
Aegeococcus	2799720	G	11	-7	4	0.00002
Haloleptolyngbya	1169405	G	16	0	16	0.00008
Komvophoron	358711	G	15	0	15	0.00008
Sodalinema	2219504	G	73	0	73	0.00038
Leptochromothrix	2831759	G	73	0	73	0.00038
Cyanomargarita	1982356	G	41	-41	0	0.00000
Iphinoe	988814	G	25	0	25	0.00013
Spirulina	1154	G	10	0	10	0.00005
Selenomonas	970	G	106	-4	102	0.00053
Senegalia	1924097	G	12	0	12	0.00006
Deinococcus	1298	G	31	0	31	0.00016
Flavobacterium	237	G	965	0	965	0.00503
Chryseobacterium	59732	G	55	0	55	0.00029
Arcicella	217140	G	31	-1	30	0.00016
Sphingobacterium	28453	G	12	0	12	0.00006
Haliscomenobacter	2349	G	10	0	10	0.00005
Gemmatimonas	173479	G	12	-1	11	0.00006
Pirellula	123	G	51	0	51	0.00027
Blastopirellula	265487	G	18	-5	13	0.00007
Rubinisphaera	1649490	G	17	0	17	0.00009
Luteolibacter	518753	G	78	-3	75	0.00039
