name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hydrogenophaga	47420	G	386	-1	385	0.00242
Caenimonas	763439	G	85	0	85	0.00053
Giesbergeria	352449	G	58	0	58	0.00036
Variovorax	34072	G	53	9	62	0.00039
Simplicispira	352450	G	49	-1	48	0.00030
Curvibacter	281915	G	44	80	124	0.00078
Ottowia	219181	G	42	-9	33	0.00021
Pelomonas	335058	G	36	205	241	0.00151
Extensimonas	1434001	G	35	-1	34	0.00021
Lampropedia	198705	G	32	0	32	0.00020
Ramlibacter	174951	G	29	1	30	0.00019
Pseudorhodoferax	747294	G	21	0	21	0.00013
Brachymonas	28219	G	19	0	19	0.00012
Verminephrobacter	364316	G	17	-7	10	0.00006
Diaphorobacter	238749	G	12	0	12	0.00008
Duganella	75654	G	3036	359	3395	0.02132
Massilia	149698	G	2321	-1	2320	0.01457
Janthinobacterium	29580	G	944	0	944	0.00593
Undibacterium	401469	G	537	0	537	0.00337
Herbaspirillum	963	G	528	-39	489	0.00307
Noviherbaspirillum	1344552	G	118	-10	108	0.00068
Glaciimonas	1229970	G	49	-2	47	0.00030
Telluria	34069	G	45	-1	44	0.00028
Herminiimonas	303379	G	32	-9	23	0.00014
Oxalobacter	846	G	29	0	29	0.00018
Pseudoduganella	1522432	G	27	14	41	0.00026
Paraherbaspirillum	1649477	G	25	0	25	0.00016
Rugamonas	212744	G	14	0	14	0.00009
Collimonas	202907	G	11	-11	0	0.00000
Paucibacter	318147	G	477	-26	451	0.00283
Aquabacterium	92793	G	202	-10	192	0.00121
Rhizobacter	212743	G	129	52	181	0.00114
Ideonella	36862	G	60	-26	34	0.00021
Inhella	644355	G	47	-1	46	0.00029
Sphaerotilus	34102	G	25	-4	21	0.00013
Piscinibacterium	2066914	G	19	0	19	0.00012
Rivibacter	1146865	G	17	0	17	0.00011
Thiomonas	32012	G	14	-8	6	0.00004
Lautropia	47670	G	77	-77	0	0.00000
Cupriavidus	106589	G	49	-1	48	0.00030
Pandoraea	93217	G	37	0	37	0.00023
Paraburkholderia	1822464	G	17	-1	16	0.00010
Caballeronia	1827195	G	16	-3	13	0.00008
Achromobacter	222	G	43	-1	42	0.00026
Pigmentiphaga	152267	G	23	0	23	0.00014
Deefgea	400947	G	925	-18	907	0.00570
Iodobacter	32014	G	534	-30	504	0.00316
Vogesella	57739	G	486	0	486	0.00305
Leeia	650341	G	26	0	26	0.00016
Aquitalea	407217	G	14	-14	0	0.00000
Rivicola	1649488	G	24	0	24	0.00015
Methylotenera	359407	G	110	-7	103	0.00065
Pseudomethylobacillus	2676063	G	73	0	73	0.00046
Methylobacillus	404	G	50	0	50	0.00031
Methylophilus	16	G	15	-3	12	0.00008
Thiobacillus	919	G	15	1	16	0.00010
Georgfuchsia	690621	G	10	0	10	0.00006
Gemmobacter	204456	G	695	-1	694	0.00436
Cypionkella	2804673	G	269	-228	41	0.00026
Rhodobacter	1060	G	264	0	264	0.00166
Cereibacter	1653176	G	139	-88	51	0.00032
Tabrizicola	1443919	G	103	279	382	0.00240
Paracoccus	265	G	102	0	102	0.00064
Pseudorhodobacter	238783	G	92	1	93	0.00058
Amylibacter	1617805	G	46	-45	1	0.00001
Thioclava	285107	G	31	1	32	0.00020
Defluviimonas	1097466	G	31	-1	30	0.00019
Roseibaca	1400060	G	23	0	23	0.00014
Rhodovulum	34008	G	22	0	22	0.00014
Amaricoccus	56999	G	19	-12	7	0.00004
Meinhardsimonia	2846747	G	14	0	14	0.00009
Marimonas	1914026	G	11	0	11	0.00007
Psychromarinibacter	2035345	G	10	0	10	0.00006
Jannaschia	188905	G	35	-34	1	0.00001
Oceanicola	252301	G	34	0	34	0.00021
Neomegalonema	356797	G	14	3	17	0.00011
Hyphomicrobium	81	G	130	-23	107	0.00067
Rhizobium	379	G	62	10	72	0.00045
Shinella	323620	G	26	-23	3	0.00002
Rhodoblastus	168658	G	44	0	44	0.00028
Beijerinckia	532	G	23	-23	0	0.00000
Nordella	169055	G	79	0	79	0.00050
Hansschlegelia	444599	G	47	0	47	0.00030
Methylobacterium	407	G	14	-4	10	0.00006
Microvirga	186650	G	12	-4	8	0.00005
Bosea	85413	G	36	0	36	0.00023
Mesorhizobium	68287	G	11	0	11	0.00007
Sphingorhabdus	1434046	G	137	-100	37	0.00023
Sphingomonas	13687	G	96	-1	95	0.00060
Novosphingobium	165696	G	96	15	111	0.00070
Sphingobium	165695	G	15	0	15	0.00009
Erythrobacter	1041	G	212	9	221	0.00139
Polymorphobacter	1508451	G	52	-15	37	0.00023
Sandarakinorhabdus	362865	G	12	0	12	0.00008
Aquidulcibacter	2052989	G	52	-1	51	0.00032
Brevundimonas	41275	G	36	1	37	0.00023
Caulobacter	75	G	10	-1	9	0.00006
Arcobacter	28196	G	306	0	306	0.00192
Aliarcobacter	2321111	G	10	-10	0	0.00000
Sulfuricurvum	286130	G	10	0	10	0.00006
Deferrisoma	1125862	G	19	-19	0	0.00000
Kaiparowitsia	2303524	G	1128	-1	1127	0.00708
Oculatella	1240886	G	47	-4	43	0.00027
Tildeniella	2303519	G	30	-2	28	0.00018
Pegethrix	2303508	G	10	-1	9	0.00006
Drouetiella	2303513	G	10	6	16	0.00010
Prochlorococcus	1218	G	1163	0	1163	0.00730
Altericista	2855430	G	97	-8	89	0.00056
Aegeococcus	2799720	G	26	-10	16	0.00010
Cymatolege	2799718	G	17	0	17	0.00011
Metis	2799742	G	10	0	10	0.00006
Chamaesiphon	217161	G	69	0	69	0.00043
Haloleptolyngbya	1169405	G	57	0	57	0.00036
Komvophoron	358711	G	48	0	48	0.00030
Tapinothrix	890417	G	14	0	14	0.00009
Sodalinema	2219504	G	420	-3	417	0.00262
Leptochromothrix	2831759	G	354	0	354	0.00222
Lyngbya	28073	G	45	1	46	0.00029
Okeania	1458928	G	18	0	18	0.00011
Starria	241429	G	40	-1	39	0.00024
Pycnacronema	2530217	G	13	0	13	0.00008
Alborzia	2847113	G	33	0	33	0.00021
Neochroococcus	2816233	G	11	3	14	0.00009
Microcystis	1125	G	21	0	21	0.00013
Cyanomargarita	1982356	G	198	-198	0	0.00000
Iphinoe	988814	G	92	0	92	0.00058
Aliinostoc	2035978	G	51	0	51	0.00032
Purpureonostoc	2816323	G	11	0	11	0.00007
Calothrix	1186	G	61	2	63	0.00040
Spirulina	1154	G	33	1	34	0.00021
Selenomonas	970	G	545	-11	534	0.00335
Sporomusa	2375	G	17	0	17	0.00011
Anoxybacillus	150247	G	43	1	44	0.00028
Exiguobacterium	33986	G	56	0	56	0.00035
Gemella	1378	G	10	0	10	0.00006
Paenibacillus	44249	G	24	-1	23	0.00014
Paucilactobacillus	2767890	G	31	0	31	0.00019
Enterococcus	1350	G	33	0	33	0.00021
Aerococcus	1375	G	11	0	11	0.00007
Senegalia	1924097	G	69	0	69	0.00043
Tepidibacter	214904	G	19	2	21	0.00013
Lachnoclostridium	1506553	G	13	0	13	0.00008
Sporohalobacter	973	G	13	0	13	0.00008
Erysipelothrix	1647	G	15	-14	1	0.00001
Deinococcus	1298	G	303	0	303	0.00190
Meiothermus	65551	G	12	0	12	0.00008
Microbacterium	33882	G	31	0	31	0.00019
Actinosynnema	40566	G	15	0	15	0.00009
Corynebacterium	1716	G	12	-1	11	0.00007
Mycoplasma	2093	G	14	-3	11	0.00007
Flavobacterium	237	G	766	-1	765	0.00480
Chryseobacterium	59732	G	209	2	211	0.00132
Epilithonimonas	2782229	G	17	-1	16	0.00010
Arcicella	217140	G	179	0	179	0.00112
Lacihabitans	1649462	G	32	0	32	0.00020
Runella	105	G	25	-2	23	0.00014
Emticicia	312278	G	20	-7	13	0.00008
Leadbetterella	319458	G	15	0	15	0.00009
Arcticibacterium	2173039	G	12	0	12	0.00008
Haliscomenobacter	2349	G	39	0	39	0.00024
Phaeodactylibacter	1564515	G	13	-3	10	0.00006
Lewinella	70994	G	10	-3	7	0.00004
Ferruginibacter	1004303	G	45	-1	44	0.00028
Sphingobacterium	28453	G	37	0	37	0.00023
Gemmata	113	G	23	-3	20	0.00013
Fimbriiglobus	1914234	G	15	0	15	0.00009
Pirellula	123	G	12	0	12	0.00008
Luteolibacter	518753	G	25	-1	24	0.00015
