name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lamprocystis	53452	G	18	-1	17	0.00010
Isochromatium	85077	G	14	0	14	0.00008
Acinetobacter	469	G	12596	47	12643	0.07217
Alkanindiges	222991	G	95	-1	94	0.00054
Agitococcus	186829	G	70	0	70	0.00040
Psychrobacter	497	G	56	0	56	0.00032
Moraxella	475	G	27	-1	26	0.00015
Pseudomonas	286	G	8005	9	8014	0.04575
Stenotrophomonas	40323	G	669	0	669	0.00382
Silanimonas	292713	G	180	-29	151	0.00086
Arenimonas	490567	G	124	-1	123	0.00070
Lysobacter	68	G	75	-2	73	0.00042
Pseudoxanthomonas	83618	G	32	-1	31	0.00018
Luteimonas	83614	G	14	10	24	0.00014
Xanthomonas	338	G	13	8	21	0.00012
Tahibacter	1453544	G	85	0	85	0.00049
Shewanella	22	G	212	-1	211	0.00120
Pseudoalteromonas	53246	G	69	0	69	0.00039
Vibrio	662	G	84	-1	83	0.00047
Salinivibrio	51366	G	12	0	12	0.00007
Photobacterium	657	G	10	0	10	0.00006
Marinobacterium	48075	G	41	-2	39	0.00022
Halomonas	2745	G	19	-1	18	0.00010
Cellvibrio	10	G	64	0	64	0.00037
Ignatzschineria	112008	G	38	-37	1	0.00001
Gallaecimonas	745410	G	27	0	27	0.00015
Legionella	445	G	43	0	43	0.00025
Comamonas	283	G	1525	1	1526	0.00871
Polaromonas	52972	G	1435	0	1435	0.00819
Hydrogenophaga	47420	G	816	-1	815	0.00465
Rhodoferax	28065	G	756	0	756	0.00432
Limnohabitans	665874	G	731	-33	698	0.00398
Acidovorax	12916	G	451	0	451	0.00257
Delftia	80865	G	150	135	285	0.00163
Caenimonas	763439	G	72	0	72	0.00041
Variovorax	34072	G	58	2	60	0.00034
Giesbergeria	352449	G	37	-1	36	0.00021
Kinneretia	683756	G	31	0	31	0.00018
Pelomonas	335058	G	30	158	188	0.00107
Ottowia	219181	G	28	-2	26	0.00015
Curvibacter	281915	G	25	28	53	0.00030
Lampropedia	198705	G	20	0	20	0.00011
Simplicispira	352450	G	20	0	20	0.00011
Pseudorhodoferax	747294	G	20	0	20	0.00011
Ramlibacter	174951	G	18	1	19	0.00011
Extensimonas	1434001	G	17	0	17	0.00010
Brachymonas	28219	G	12	0	12	0.00007
Duganella	75654	G	1132	89	1221	0.00697
Massilia	149698	G	1097	0	1097	0.00626
Janthinobacterium	29580	G	449	0	449	0.00256
Undibacterium	401469	G	318	0	318	0.00182
Herbaspirillum	963	G	258	-25	233	0.00133
Noviherbaspirillum	1344552	G	26	-10	16	0.00009
Glaciimonas	1229970	G	25	0	25	0.00014
Oxalobacter	846	G	24	0	24	0.00014
Telluria	34069	G	10	0	10	0.00006
Paucibacter	318147	G	512	-29	483	0.00276
Inhella	644355	G	330	-1	329	0.00188
Aquabacterium	92793	G	240	-9	231	0.00132
Ideonella	36862	G	142	-53	89	0.00051
Rhizobacter	212743	G	101	46	147	0.00084
Piscinibacterium	2066914	G	31	0	31	0.00018
Thiomonas	32012	G	26	-12	14	0.00008
Tepidimonas	114248	G	24	-18	6	0.00003
Rivibacter	1146865	G	17	0	17	0.00010
Sphaerotilus	34102	G	16	-5	11	0.00006
Mitsuaria	65047	G	13	0	13	0.00007
Leptothrix	88	G	11	47	58	0.00033
Rubrivivax	28067	G	10	0	10	0.00006
Lautropia	47670	G	67	-66	1	0.00001
Cupriavidus	106589	G	40	-1	39	0.00022
Pandoraea	93217	G	31	0	31	0.00018
Caballeronia	1827195	G	15	-2	13	0.00007
Limnobacter	131079	G	12	-1	11	0.00006
Paraburkholderia	1822464	G	11	-1	10	0.00006
Burkholderia	32008	G	10	5	15	0.00009
Achromobacter	222	G	63	2	65	0.00037
Pelistega	106146	G	10	0	10	0.00006
Deefgea	400947	G	542	-4	538	0.00307
Vogesella	57739	G	98	-94	4	0.00002
Iodobacter	32014	G	70	-2	68	0.00039
Leeia	650341	G	15	0	15	0.00009
Aquitalea	407217	G	10	-10	0	0.00000
Rivicola	1649488	G	26	0	26	0.00015
Methylotenera	359407	G	88	-8	80	0.00046
Pseudomethylobacillus	2676063	G	45	0	45	0.00026
Methylobacillus	404	G	18	0	18	0.00010
Georgfuchsia	690621	G	10	0	10	0.00006
Rugosibacter	1914449	G	10	0	10	0.00006
Gemmobacter	204456	G	677	0	677	0.00386
Rhodobacter	1060	G	439	1	440	0.00251
Cypionkella	2804673	G	437	-391	46	0.00026
Tabrizicola	1443919	G	253	313	566	0.00323
Cereibacter	1653176	G	167	-102	65	0.00037
Paracoccus	265	G	121	1	122	0.00070
Pseudorhodobacter	238783	G	104	-4	100	0.00057
Defluviimonas	1097466	G	52	-1	51	0.00029
Thioclava	285107	G	45	2	47	0.00027
Meinhardsimonia	2846747	G	44	0	44	0.00025
Amylibacter	1617805	G	40	-39	1	0.00001
Rhodovulum	34008	G	39	-3	36	0.00021
Roseibaca	1400060	G	27	0	27	0.00015
Amaricoccus	56999	G	22	-8	14	0.00008
Roseinatronobacter	121820	G	21	0	21	0.00012
Pararhodobacter	1097465	G	17	0	17	0.00010
Jhaorihella	1511750	G	15	0	15	0.00009
Limibaculum	2036011	G	15	0	15	0.00009
Marimonas	1914026	G	13	0	13	0.00007
Oceanicola	252301	G	29	0	29	0.00017
Jannaschia	188905	G	22	-21	1	0.00001
Neomegalonema	356797	G	20	1	21	0.00012
Sphingorhabdus	1434046	G	225	0	225	0.00128
Novosphingobium	165696	G	163	6	169	0.00096
Sphingomonas	13687	G	144	6	150	0.00086
Sphingobium	165695	G	33	1	34	0.00019
Stakelama	1124625	G	17	0	17	0.00010
Aquisediminimonas	2676781	G	10	0	10	0.00006
Erythrobacter	1041	G	568	25	593	0.00338
Alteraurantiacibacter	2800678	G	29	0	29	0.00017
Polymorphobacter	1508451	G	126	-38	88	0.00050
Sandarakinorhabdus	362865	G	42	0	42	0.00024
Rhizobium	379	G	69	-1	68	0.00039
Shinella	323620	G	60	-56	4	0.00002
Rhodoblastus	168658	G	45	0	45	0.00026
Beijerinckia	532	G	37	-30	7	0.00004
Hyphomicrobium	81	G	80	-13	67	0.00038
Methylobacterium	407	G	23	-7	16	0.00009
Enterovirga	2026349	G	10	0	10	0.00006
Nordella	169055	G	87	0	87	0.00050
Bosea	85413	G	79	0	79	0.00045
Hansschlegelia	444599	G	54	0	54	0.00031
Methylopila	61653	G	10	0	10	0.00006
Mesorhizobium	68287	G	24	1	25	0.00014
Hoeflea	274591	G	10	-1	9	0.00005
Rhodoligotrophos	987053	G	11	0	11	0.00006
Martelella	293088	G	10	3	13	0.00007
Devosia	46913	G	11	-3	8	0.00005
Brevundimonas	41275	G	108	4	112	0.00064
Aquidulcibacter	2052989	G	62	-1	61	0.00035
Roseomonas	125216	G	35	-1	34	0.00019
Sediminicoccus	1706033	G	31	0	31	0.00018
Caedimonas	2100210	G	15	0	15	0.00009
Arcobacter	28196	G	112	-7	105	0.00060
Sulfuricurvum	286130	G	13	0	13	0.00007
Deferrisoma	1125862	G	11	-11	0	0.00000
Kaiparowitsia	2303524	G	1502	0	1502	0.00857
Oculatella	1240886	G	44	-1	43	0.00025
Tildeniella	2303519	G	30	-7	23	0.00013
Drouetiella	2303513	G	11	0	11	0.00006
Prochlorococcus	1218	G	1489	0	1489	0.00850
Altericista	2855430	G	85	-9	76	0.00043
Aegeococcus	2799720	G	48	-30	18	0.00010
Metis	2799742	G	16	0	16	0.00009
Komvophoron	358711	G	96	0	96	0.00055
Haloleptolyngbya	1169405	G	34	0	34	0.00019
Chamaesiphon	217161	G	21	0	21	0.00012
Myxacorys	2056239	G	13	-1	12	0.00007
Leptochromothrix	2831759	G	1143	0	1143	0.00652
Sodalinema	2219504	G	410	0	410	0.00234
Lyngbya	28073	G	52	0	52	0.00030
Okeania	1458928	G	24	0	24	0.00014
Pycnacronema	2530217	G	13	0	13	0.00007
Starria	241429	G	18	0	18	0.00010
Alborzia	2847113	G	30	0	30	0.00017
Neochroococcus	2816233	G	21	3	24	0.00014
Cyanomargarita	1982356	G	244	-244	0	0.00000
Iphinoe	988814	G	115	0	115	0.00066
Aliinostoc	2035978	G	46	0	46	0.00026
Spirulina	1154	G	70	0	70	0.00040
Selenomonas	970	G	455	-13	442	0.00252
Tepidibacter	214904	G	27	0	27	0.00015
Senegalia	1924097	G	22	0	22	0.00013
Sporohalobacter	973	G	12	0	12	0.00007
Anoxybacillus	150247	G	44	1	45	0.00026
Paenibacillus	44249	G	20	-1	19	0.00011
Paucilactobacillus	2767890	G	16	0	16	0.00009
Aerococcus	1375	G	10	0	10	0.00006
Erysipelothrix	1647	G	11	-10	1	0.00001
Deinococcus	1298	G	152	0	152	0.00087
Meiothermus	65551	G	10	0	10	0.00006
Microbacterium	33882	G	36	-1	35	0.00020
Mycoplasma	2093	G	23	-4	19	0.00011
Flavobacterium	237	G	982	0	982	0.00561
Chryseobacterium	59732	G	201	-1	200	0.00114
Epilithonimonas	2782229	G	23	-4	19	0.00011
Arcicella	217140	G	144	-2	142	0.00081
Lacihabitans	1649462	G	45	-1	44	0.00025
Runella	105	G	17	0	17	0.00010
Haliscomenobacter	2349	G	72	0	72	0.00041
Portibacter	1227556	G	39	0	39	0.00022
Phaeodactylibacter	1564515	G	36	-12	24	0.00014
Rubidimonas	1147735	G	18	0	18	0.00010
Ferruginibacter	1004303	G	99	-3	96	0.00055
Chitinophaga	79328	G	14	-10	4	0.00002
Sphingobacterium	28453	G	40	0	40	0.00023
Pedobacter	84567	G	11	0	11	0.00006
Fimbriiglobus	1914234	G	35	0	35	0.00020
Gemmata	113	G	22	-1	21	0.00012
Limnoglobus	2731450	G	14	0	14	0.00008
Pirellula	123	G	20	0	20	0.00011
Luteolibacter	518753	G	21	-1	20	0.00011
