name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Coetzeea	1903479	G	17	0	17	0.00008
Biostraticola	466108	G	46	0	46	0.00021
Pseudomonas	286	G	21931	6	21937	0.10070
Acinetobacter	469	G	17125	0	17125	0.07861
Psychrobacter	497	G	31	-1	30	0.00014
Moraxella	475	G	14	0	14	0.00006
Pararheinheimera	2071980	G	16237	0	16237	0.07453
Rheinheimera	67575	G	16125	-1	16124	0.07402
Arsukibacterium	336830	G	499	0	499	0.00229
Thiocystis	13724	G	186	0	186	0.00085
Thiorhodococcus	57488	G	102	-83	19	0.00009
Marichromatium	85076	G	59	0	59	0.00027
Isochromatium	85077	G	14	0	14	0.00006
Stenotrophomonas	40323	G	517	3	520	0.00239
Silanimonas	292713	G	238	-25	213	0.00098
Arenimonas	490567	G	73	-1	72	0.00033
Lysobacter	68	G	63	-8	55	0.00025
Pseudoxanthomonas	83618	G	19	0	19	0.00009
Luteimonas	83614	G	12	4	16	0.00007
Xanthomonas	338	G	10	10	20	0.00009
Tahibacter	1453544	G	90	0	90	0.00041
Frateuria	70411	G	10	0	10	0.00005
Shewanella	22	G	94	-1	93	0.00043
Pseudoalteromonas	53246	G	83	0	83	0.00038
Vibrio	662	G	73	-2	71	0.00033
Salinivibrio	51366	G	16	-2	14	0.00006
Photobacterium	657	G	12	3	15	0.00007
Legionella	445	G	61	0	61	0.00028
Neptunomonas	75687	G	13	0	13	0.00006
Halomonas	2745	G	21	-1	20	0.00009
Cellvibrio	10	G	41	2	43	0.00020
Gallaecimonas	745410	G	35	0	35	0.00016
Ignatzschineria	112008	G	15	-15	0	0.00000
Alkalimonas	265980	G	10	-1	9	0.00004
Thiomicrospira	933	G	10	-4	6	0.00003
Duganella	75654	G	4652	456	5108	0.02345
Massilia	149698	G	2655	-1	2654	0.01218
Janthinobacterium	29580	G	1932	0	1932	0.00887
Herbaspirillum	963	G	645	-20	625	0.00287
Undibacterium	401469	G	363	0	363	0.00167
Noviherbaspirillum	1344552	G	84	-12	72	0.00033
Glaciimonas	1229970	G	74	0	74	0.00034
Telluria	34069	G	46	0	46	0.00021
Paraherbaspirillum	1649477	G	40	0	40	0.00018
Oxalobacter	846	G	32	0	32	0.00015
Herminiimonas	303379	G	29	-11	18	0.00008
Rugamonas	212744	G	23	0	23	0.00011
Pseudoduganella	1522432	G	18	20	38	0.00017
Comamonas	283	G	2591	4	2595	0.01191
Polaromonas	52972	G	1523	0	1523	0.00699
Acidovorax	12916	G	975	0	975	0.00448
Hydrogenophaga	47420	G	908	-1	907	0.00416
Limnohabitans	665874	G	475	-16	459	0.00211
Rhodoferax	28065	G	248	0	248	0.00114
Delftia	80865	G	188	151	339	0.00156
Caenimonas	763439	G	95	0	95	0.00044
Giesbergeria	352449	G	71	-1	70	0.00032
Ottowia	219181	G	66	-5	61	0.00028
Variovorax	34072	G	53	5	58	0.00027
Kinneretia	683756	G	46	0	46	0.00021
Lampropedia	198705	G	40	0	40	0.00018
Pelomonas	335058	G	39	260	299	0.00137
Simplicispira	352450	G	36	0	36	0.00017
Ramlibacter	174951	G	34	2	36	0.00017
Extensimonas	1434001	G	32	-2	30	0.00014
Verminephrobacter	364316	G	32	-11	21	0.00010
Curvibacter	281915	G	29	27	56	0.00026
Brachymonas	28219	G	26	0	26	0.00012
Diaphorobacter	238749	G	22	1	23	0.00011
Pseudacidovorax	433923	G	21	0	21	0.00010
Pseudorhodoferax	747294	G	20	0	20	0.00009
Paucibacter	318147	G	1211	-61	1150	0.00528
Aquabacterium	92793	G	257	-4	253	0.00116
Rhizobacter	212743	G	232	71	303	0.00139
Ideonella	36862	G	119	-16	103	0.00047
Piscinibacterium	2066914	G	87	0	87	0.00040
Thiomonas	32012	G	35	0	35	0.00016
Inhella	644355	G	35	0	35	0.00016
Sphaerotilus	34102	G	24	-3	21	0.00010
Tepidimonas	114248	G	17	-14	3	0.00001
Rivibacter	1146865	G	17	0	17	0.00008
Aquincola	391952	G	11	0	11	0.00005
Lautropia	47670	G	166	-163	3	0.00001
Pandoraea	93217	G	96	0	96	0.00044
Cupriavidus	106589	G	86	-1	85	0.00039
Paraburkholderia	1822464	G	38	-1	37	0.00017
Caballeronia	1827195	G	32	-1	31	0.00014
Hydromonas	1910924	G	17	0	17	0.00008
Mycoavidus	1810868	G	17	0	17	0.00008
Burkholderia	32008	G	11	12	23	0.00011
Achromobacter	222	G	110	10	120	0.00055
Derxia	203697	G	23	-19	4	0.00002
Azohydromonas	312063	G	22	0	22	0.00010
Pigmentiphaga	152267	G	14	-3	11	0.00005
Parvibium	2109346	G	10	0	10	0.00005
Sutterella	40544	G	17	-14	3	0.00001
Vogesella	57739	G	3812	0	3812	0.01750
Deefgea	400947	G	2801	-55	2746	0.01261
Aquitalea	407217	G	406	-406	0	0.00000
Chromobacterium	535	G	68	-14	54	0.00025
Iodobacter	32014	G	55	-9	46	0.00021
Chitinibacter	230666	G	95	-1	94	0.00043
Leeia	650341	G	39	0	39	0.00018
Aquaspirillum	187	G	17	0	17	0.00008
Formivibrio	83764	G	13	0	13	0.00006
Silvimonas	300264	G	13	-13	0	0.00000
Microvirgula	57479	G	11	-8	3	0.00001
Jeongeupia	885864	G	11	0	11	0.00005
Gulbenkiania	397456	G	10	-2	8	0.00004
Andreprevotia	397275	G	10	-2	8	0.00004
Rivicola	1649488	G	317	0	317	0.00146
Vitreoscilla	59	G	69	0	69	0.00032
Neisseria	482	G	10	-2	8	0.00004
Methylotenera	359407	G	115	-5	110	0.00050
Pseudomethylobacillus	2676063	G	44	0	44	0.00020
Methylobacillus	404	G	27	0	27	0.00012
Methylophilus	16	G	21	-5	16	0.00007
Thiobacillus	919	G	30	2	32	0.00015
Aromatoleum	551759	G	15	-1	14	0.00006
Quatrionicoccus	138117	G	11	0	11	0.00005
Cypionkella	2804673	G	1668	-1582	86	0.00039
Gemmobacter	204456	G	894	0	894	0.00410
Rhodobacter	1060	G	772	3	775	0.00356
Tabrizicola	1443919	G	359	625	984	0.00452
Cereibacter	1653176	G	345	0	345	0.00158
Paracoccus	265	G	215	4	219	0.00101
Pseudorhodobacter	238783	G	199	0	199	0.00091
Defluviimonas	1097466	G	137	-1	136	0.00062
Roseibaca	1400060	G	101	0	101	0.00046
Amaricoccus	56999	G	86	-25	61	0.00028
Rhodovulum	34008	G	75	-3	72	0.00033
Meinhardsimonia	2846747	G	66	0	66	0.00030
Thioclava	285107	G	51	0	51	0.00023
Amylibacter	1617805	G	42	-40	2	0.00001
Roseinatronobacter	121820	G	39	0	39	0.00018
Pararhodobacter	1097465	G	33	0	33	0.00015
Methylarcula	72021	G	32	0	32	0.00015
Limibaculum	2036011	G	32	0	32	0.00015
Albimonas	663242	G	32	0	32	0.00015
Marimonas	1914026	G	24	0	24	0.00011
Marinosulfonomonas	50056	G	24	0	24	0.00011
Pseudooceanicola	1679449	G	24	10	34	0.00016
Psychromarinibacter	2035345	G	22	0	22	0.00010
Jhaorihella	1511750	G	20	1	21	0.00010
Albirhodobacter	1537716	G	18	-2	16	0.00007
Monaibacterium	2029873	G	17	0	17	0.00008
Chachezhania	2603319	G	16	0	16	0.00007
Jannaschia	188905	G	43	0	43	0.00020
Oceanicola	252301	G	12	0	12	0.00006
Neomegalonema	356797	G	21	1	22	0.00010
Rhizobium	379	G	159	0	159	0.00073
Pararhizobium	1612611	G	12	0	12	0.00006
Shinella	323620	G	94	1	95	0.00044
Methylobacterium	407	G	63	-35	28	0.00013
Microvirga	186650	G	34	-7	27	0.00012
Enterovirga	2026349	G	23	0	23	0.00011
Methylorubrum	2282523	G	13	0	13	0.00006
Rhodoblastus	168658	G	102	-12	90	0.00041
Beijerinckia	532	G	47	-35	12	0.00006
Methylocapsa	184923	G	10	-10	0	0.00000
Nordella	169055	G	199	0	199	0.00091
Hyphomicrobium	81	G	161	-22	139	0.00064
Pedomicrobium	47494	G	10	3	13	0.00006
Bosea	85413	G	168	0	168	0.00077
Hansschlegelia	444599	G	101	0	101	0.00046
Methylocystis	133	G	21	0	21	0.00010
Methylopila	61653	G	11	0	11	0.00005
Variibacter	1649510	G	41	0	41	0.00019
Rhodopseudomonas	1073	G	13	-1	12	0.00006
Bradyrhizobium	374	G	10	13	23	0.00011
Mesorhizobium	68287	G	34	4	38	0.00017
Hoeflea	274591	G	16	0	16	0.00007
Rhodoligotrophos	987053	G	24	-1	23	0.00011
Anderseniella	444432	G	15	0	15	0.00007
Labrys	204476	G	14	-8	6	0.00003
Devosia	46913	G	13	-1	12	0.00006
Blastochloris	59282	G	12	0	12	0.00006
Sphingorhabdus	1434046	G	149	-73	76	0.00035
Novosphingobium	165696	G	103	12	115	0.00053
Sphingomonas	13687	G	91	0	91	0.00042
Sphingobium	165695	G	13	-1	12	0.00006
Sphingopyxis	165697	G	11	0	11	0.00005
Polymorphobacter	1508451	G	207	-25	182	0.00084
Sandarakinorhabdus	362865	G	20	-1	19	0.00009
Erythrobacter	1041	G	107	7	114	0.00052
Sediminicoccus	1706033	G	105	0	105	0.00048
Roseomonas	125216	G	55	-2	53	0.00024
Aquidulcibacter	2052989	G	112	0	112	0.00051
Brevundimonas	41275	G	18	0	18	0.00008
Caulobacter	75	G	15	-1	14	0.00006
Rickettsia	780	G	25	-14	11	0.00005
Sulfuricurvum	286130	G	17	0	17	0.00008
Arcobacter	28196	G	12	-1	11	0.00005
Kaiparowitsia	2303524	G	1145	-1	1144	0.00525
Tildeniella	2303519	G	43	-5	38	0.00017
Oculatella	1240886	G	39	-1	38	0.00017
Pegethrix	2303508	G	17	-8	9	0.00004
Prochlorococcus	1218	G	922	0	922	0.00423
Altericista	2855430	G	151	-8	143	0.00066
Aegeococcus	2799720	G	34	-17	17	0.00008
Metis	2799742	G	23	0	23	0.00011
Chamaesiphon	217161	G	120	0	120	0.00055
Haloleptolyngbya	1169405	G	69	0	69	0.00032
Komvophoron	358711	G	53	0	53	0.00024
Tapinothrix	890417	G	22	0	22	0.00010
Sodalinema	2219504	G	284	-2	282	0.00129
Leptochromothrix	2831759	G	264	0	264	0.00121
Lyngbya	28073	G	31	0	31	0.00014
Okeania	1458928	G	14	0	14	0.00006
Starria	241429	G	20	-1	19	0.00009
Pycnacronema	2530217	G	11	0	11	0.00005
Alborzia	2847113	G	40	0	40	0.00018
Neochroococcus	2816233	G	11	1	12	0.00006
Cyanomargarita	1982356	G	155	-155	0	0.00000
Iphinoe	988814	G	113	0	113	0.00052
Aliinostoc	2035978	G	45	0	45	0.00021
Calothrix	1186	G	17	2	19	0.00009
Spirulina	1154	G	42	0	42	0.00019
Selenomonas	970	G	403	-20	383	0.00176
Paucilactobacillus	2767890	G	45	0	45	0.00021
Fructilactobacillus	2767881	G	18	0	18	0.00008
Eremococcus	171412	G	10	0	10	0.00005
Anoxybacillus	150247	G	21	0	21	0.00010
Senegalia	1924097	G	57	0	57	0.00026
Tepidibacter	214904	G	11	0	11	0.00005
Erysipelothrix	1647	G	15	-12	3	0.00001
Deinococcus	1298	G	167	0	167	0.00077
Meiothermus	65551	G	11	0	11	0.00005
Microbacterium	33882	G	18	0	18	0.00008
Actinosynnema	40566	G	13	0	13	0.00006
Mycoplasma	2093	G	11	-4	7	0.00003
Flavobacterium	237	G	360	0	360	0.00165
Chryseobacterium	59732	G	164	1	165	0.00076
Fluviicola	332102	G	22	-2	20	0.00009
Arcicella	217140	G	240	-1	239	0.00110
Runella	105	G	60	-4	56	0.00026
Lacihabitans	1649462	G	60	0	60	0.00028
Leadbetterella	319458	G	44	0	44	0.00020
Arcticibacterium	2173039	G	43	0	43	0.00020
Flectobacillus	101	G	10	0	10	0.00005
Fluviimonas	1383890	G	10	0	10	0.00005
Ferruginibacter	1004303	G	98	-5	93	0.00043
Chitinophaga	79328	G	25	-1	24	0.00011
Parasediminibacterium	1747780	G	21	0	21	0.00010
Haliscomenobacter	2349	G	47	0	47	0.00022
Phaeodactylibacter	1564515	G	27	-10	17	0.00008
Lewinella	70994	G	22	-2	20	0.00009
Rubidimonas	1147735	G	11	0	11	0.00005
Sphingobacterium	28453	G	30	-1	29	0.00013
Gemmatimonas	173479	G	16	0	16	0.00007
Pirellula	123	G	33	0	33	0.00015
Limnoglobus	2731450	G	21	0	21	0.00010
Gemmata	113	G	17	0	17	0.00008
Fimbriiglobus	1914234	G	17	0	17	0.00008
Luteolibacter	518753	G	47	-2	45	0.00021
