name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Photorhabdus	29487	G	65	0	65	0.00038
Proteus	583	G	58	0	58	0.00034
Arsenophonus	637	G	12	0	12	0.00007
Pragia	82984	G	34	0	34	0.00020
Budvicia	82978	G	16	-3	13	0.00008
Thorsellia	336803	G	24	0	24	0.00014
Coetzeea	1903479	G	23	0	23	0.00013
Biostraticola	466108	G	24	0	24	0.00014
Pararheinheimera	2071980	G	8309	0	8309	0.04862
Rheinheimera	67575	G	2117	-1	2116	0.01238
Arsukibacterium	336830	G	163	0	163	0.00095
Thiocystis	13724	G	86	0	86	0.00050
Marichromatium	85076	G	67	0	67	0.00039
Thiorhodococcus	57488	G	30	-11	19	0.00011
Lamprocystis	53452	G	20	-1	19	0.00011
Imhoffiella	2018671	G	19	0	19	0.00011
Stenotrophomonas	40323	G	708	8	716	0.00419
Arenimonas	490567	G	60	0	60	0.00035
Lysobacter	68	G	55	-6	49	0.00029
Pseudoxanthomonas	83618	G	47	-1	46	0.00027
Silanimonas	292713	G	24	-2	22	0.00013
Xanthomonas	338	G	14	12	26	0.00015
Luteimonas	83614	G	14	15	29	0.00017
Marinobacterium	48075	G	307	-15	292	0.00171
Pseudospirillum	196078	G	36	0	36	0.00021
Oceanobacter	196079	G	30	0	30	0.00018
Marinomonas	28253	G	11	0	11	0.00006
Halomonas	2745	G	18	-3	15	0.00009
Chromohalobacter	42054	G	14	0	14	0.00008
Shewanella	22	G	155	-1	154	0.00090
Pseudoalteromonas	53246	G	40	0	40	0.00023
Cellvibrio	10	G	83	0	83	0.00049
Oceanicoccus	1084558	G	41	0	41	0.00024
Vibrio	662	G	41	-1	40	0.00023
Photobacterium	657	G	15	0	15	0.00009
Gallaecimonas	745410	G	35	0	35	0.00020
Legionella	445	G	38	0	38	0.00022
Massilia	149698	G	2839	0	2839	0.01661
Duganella	75654	G	2595	215	2810	0.01644
Janthinobacterium	29580	G	798	0	798	0.00467
Herbaspirillum	963	G	350	-21	329	0.00193
Undibacterium	401469	G	241	-1	240	0.00140
Noviherbaspirillum	1344552	G	56	-6	50	0.00029
Glaciimonas	1229970	G	42	-2	40	0.00023
Telluria	34069	G	24	0	24	0.00014
Paraherbaspirillum	1649477	G	22	0	22	0.00013
Oxalobacter	846	G	21	0	21	0.00012
Herminiimonas	303379	G	21	-5	16	0.00009
Rugamonas	212744	G	20	0	20	0.00012
Comamonas	283	G	1489	1	1490	0.00872
Polaromonas	52972	G	1200	0	1200	0.00702
Rhodoferax	28065	G	792	0	792	0.00463
Limnohabitans	665874	G	774	-24	750	0.00439
Acidovorax	12916	G	487	0	487	0.00285
Delftia	80865	G	331	257	588	0.00344
Hydrogenophaga	47420	G	307	-2	305	0.00178
Variovorax	34072	G	71	4	75	0.00044
Caenimonas	763439	G	67	0	67	0.00039
Giesbergeria	352449	G	36	-1	35	0.00020
Simplicispira	352450	G	29	0	29	0.00017
Extensimonas	1434001	G	28	-1	27	0.00016
Verminephrobacter	364316	G	24	-12	12	0.00007
Lampropedia	198705	G	22	0	22	0.00013
Curvibacter	281915	G	22	41	63	0.00037
Pseudorhodoferax	747294	G	16	0	16	0.00009
Ottowia	219181	G	16	-4	12	0.00007
Pelomonas	335058	G	15	61	76	0.00044
Ramlibacter	174951	G	13	0	13	0.00008
Albitalea	2703874	G	11	0	11	0.00006
Kinneretia	683756	G	11	0	11	0.00006
Paucibacter	318147	G	423	-21	402	0.00235
Aquabacterium	92793	G	144	-10	134	0.00078
Rhizobacter	212743	G	81	46	127	0.00074
Inhella	644355	G	68	0	68	0.00040
Ideonella	36862	G	43	-17	26	0.00015
Sphaerotilus	34102	G	18	-4	14	0.00008
Rivibacter	1146865	G	11	0	11	0.00006
Thiomonas	32012	G	11	-7	4	0.00002
Cupriavidus	106589	G	25	-1	24	0.00014
Pandoraea	93217	G	24	-1	23	0.00013
Paraburkholderia	1822464	G	13	-1	12	0.00007
Caballeronia	1827195	G	12	-4	8	0.00005
Achromobacter	222	G	46	2	48	0.00028
Pigmentiphaga	152267	G	14	-1	13	0.00008
Deefgea	400947	G	670	-13	657	0.00384
Iodobacter	32014	G	40	-2	38	0.00022
Vogesella	57739	G	26	0	26	0.00015
Rivicola	1649488	G	10	0	10	0.00006
Pseudomethylobacillus	2676063	G	65	0	65	0.00038
Methylotenera	359407	G	64	-5	59	0.00035
Methylobacillus	404	G	22	0	22	0.00013
Methylophilus	16	G	16	-4	12	0.00007
Gemmobacter	204456	G	495	0	495	0.00290
Rhodobacter	1060	G	243	0	243	0.00142
Cypionkella	2804673	G	156	-133	23	0.00013
Cereibacter	1653176	G	115	-60	55	0.00032
Tabrizicola	1443919	G	89	186	275	0.00161
Paracoccus	265	G	77	0	77	0.00045
Pseudorhodobacter	238783	G	56	0	56	0.00033
Amylibacter	1617805	G	34	-33	1	0.00001
Defluviimonas	1097466	G	29	-1	28	0.00016
Thioclava	285107	G	29	1	30	0.00018
Roseibaca	1400060	G	27	0	27	0.00016
Rhodovulum	34008	G	21	-1	20	0.00012
Meinhardsimonia	2846747	G	18	0	18	0.00011
Amaricoccus	56999	G	16	-8	8	0.00005
Jannaschia	188905	G	35	-35	0	0.00000
Oceanicola	252301	G	14	0	14	0.00008
Rhizobium	379	G	81	24	105	0.00061
Shinella	323620	G	22	0	22	0.00013
Hyphomicrobium	81	G	104	-28	76	0.00044
Rhodoblastus	168658	G	31	-2	29	0.00017
Beijerinckia	532	G	14	-10	4	0.00002
Nordella	169055	G	66	0	66	0.00039
Hansschlegelia	444599	G	42	0	42	0.00025
Methylobacterium	407	G	14	-3	11	0.00006
Microvirga	186650	G	11	-5	6	0.00004
Bosea	85413	G	32	0	32	0.00019
Rhodopseudomonas	1073	G	10	0	10	0.00006
Mesorhizobium	68287	G	13	1	14	0.00008
Sphingorhabdus	1434046	G	69	0	69	0.00040
Novosphingobium	165696	G	55	0	55	0.00032
Sphingomonas	13687	G	27	1	28	0.00016
Erythrobacter	1041	G	81	6	87	0.00051
Polymorphobacter	1508451	G	13	2	15	0.00009
Brevundimonas	41275	G	46	-1	45	0.00026
Aquidulcibacter	2052989	G	11	0	11	0.00006
Arcobacter	28196	G	18	0	18	0.00011
Prochlorococcus	1218	G	987	0	987	0.00578
Kaiparowitsia	2303524	G	871	0	871	0.00510
Tildeniella	2303519	G	35	-6	29	0.00017
Oculatella	1240886	G	24	-2	22	0.00013
Altericista	2855430	G	34	-5	29	0.00017
Aegeococcus	2799720	G	31	-21	10	0.00006
Komvophoron	358711	G	33	0	33	0.00019
Haloleptolyngbya	1169405	G	17	0	17	0.00010
Tapinothrix	890417	G	11	0	11	0.00006
Sodalinema	2219504	G	317	0	317	0.00185
Leptochromothrix	2831759	G	264	0	264	0.00154
Lyngbya	28073	G	29	0	29	0.00017
Okeania	1458928	G	15	0	15	0.00009
Pycnacronema	2530217	G	14	0	14	0.00008
Alborzia	2847113	G	32	0	32	0.00019
Neochroococcus	2816233	G	13	3	16	0.00009
Cyanomargarita	1982356	G	165	-164	1	0.00001
Aliinostoc	2035978	G	36	0	36	0.00021
Iphinoe	988814	G	39	0	39	0.00023
Spirulina	1154	G	29	0	29	0.00017
Paucilactobacillus	2767890	G	70	0	70	0.00041
Enterococcus	1350	G	44	0	44	0.00026
Aerococcus	1375	G	31	0	31	0.00018
Anoxybacillus	150247	G	54	2	56	0.00033
Halobacillus	45667	G	10	0	10	0.00006
Paenibacillus	44249	G	15	-3	12	0.00007
Gemella	1378	G	15	0	15	0.00009
Selenomonas	970	G	315	-5	310	0.00181
Sporomusa	2375	G	16	0	16	0.00009
Senegalia	1924097	G	80	0	80	0.00047
Alkaliphilus	114627	G	10	0	10	0.00006
Tepidibacter	214904	G	24	0	24	0.00014
Sporohalobacter	973	G	15	0	15	0.00009
Microbacterium	33882	G	32	0	32	0.00019
Knoellia	136099	G	17	0	17	0.00010
Corynebacterium	1716	G	11	0	11	0.00006
Deinococcus	1298	G	63	0	63	0.00037
Mycoplasma	2093	G	10	-3	7	0.00004
Flavobacterium	237	G	813	0	813	0.00476
Chryseobacterium	59732	G	283	0	283	0.00166
Epilithonimonas	2782229	G	23	-8	15	0.00009
Sphingobacterium	28453	G	80	0	80	0.00047
Arcicella	217140	G	32	0	32	0.00019
Haliscomenobacter	2349	G	39	0	39	0.00023
Ferruginibacter	1004303	G	12	0	12	0.00007
Fimbriiglobus	1914234	G	24	0	24	0.00014
Gemmata	113	G	23	-4	19	0.00011
Limnoglobus	2731450	G	10	0	10	0.00006
Luteolibacter	518753	G	11	0	11	0.00006
