name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Albitalea	2703874	G	25	0	25	0.00012
Xenophilus	151754	G	19	0	19	0.00009
Caldimonas	196013	G	15	0	15	0.00007
Macromonas	183669	G	15	0	15	0.00007
Malikia	263066	G	11	-6	5	0.00002
Paucibacter	318147	G	2476	-219	2257	0.01077
Inhella	644355	G	1818	-15	1803	0.00861
Aquabacterium	92793	G	988	-78	910	0.00434
Ideonella	36862	G	637	-305	332	0.00158
Roseateles	93681	G	439	-26	413	0.00197
Rhizobacter	212743	G	410	180	590	0.00282
Sphaerotilus	34102	G	117	-49	68	0.00032
Thiomonas	32012	G	75	-39	36	0.00017
Rivibacter	1146865	G	64	0	64	0.00031
Tepidimonas	114248	G	61	-57	4	0.00002
Leptothrix	88	G	57	220	277	0.00132
Rubrivivax	28067	G	56	0	56	0.00027
Piscinibacterium	2066914	G	52	0	52	0.00025
Mitsuaria	65047	G	42	4	46	0.00022
Aquincola	391952	G	31	0	31	0.00015
Piscinibacter	1114981	G	16	-1	15	0.00007
Methylibium	316612	G	15	0	15	0.00007
Undibacterium	401469	G	1927	0	1927	0.00920
Duganella	75654	G	1855	236	2091	0.00998
Massilia	149698	G	1320	-1	1319	0.00630
Janthinobacterium	29580	G	596	0	596	0.00285
Herbaspirillum	963	G	306	-1	305	0.00146
Noviherbaspirillum	1344552	G	57	-5	52	0.00025
Glaciimonas	1229970	G	39	-2	37	0.00018
Telluria	34069	G	23	0	23	0.00011
Oxalobacter	846	G	19	0	19	0.00009
Paraherbaspirillum	1649477	G	17	0	17	0.00008
Herminiimonas	303379	G	10	-1	9	0.00004
Limnobacter	131079	G	154	-13	141	0.00067
Cupriavidus	106589	G	102	-1	101	0.00048
Pandoraea	93217	G	91	-1	90	0.00043
Lautropia	47670	G	60	-58	2	0.00001
Mycoavidus	1810868	G	58	0	58	0.00028
Caballeronia	1827195	G	51	-7	44	0.00021
Paraburkholderia	1822464	G	51	-1	50	0.00024
Burkholderia	32008	G	21	20	41	0.00020
Polynucleobacter	44013	G	11	-7	4	0.00002
Achromobacter	222	G	218	24	242	0.00116
Azohydromonas	312063	G	28	-1	27	0.00013
Pelistega	106146	G	18	-1	17	0.00008
Pigmentiphaga	152267	G	13	-4	9	0.00004
Alcaligenes	507	G	12	-1	11	0.00005
Derxia	203697	G	12	-7	5	0.00002
Sutterella	40544	G	62	-57	5	0.00002
Deefgea	400947	G	1858	-48	1810	0.00864
Iodobacter	32014	G	492	-38	454	0.00217
Vogesella	57739	G	94	0	94	0.00045
Rivicola	1649488	G	10	0	10	0.00005
Methylotenera	359407	G	434	-23	411	0.00196
Pseudomethylobacillus	2676063	G	310	0	310	0.00148
Methylobacillus	404	G	148	0	148	0.00071
Methylophilus	16	G	24	0	24	0.00011
Georgfuchsia	690621	G	11	0	11	0.00005
Quatrionicoccus	138117	G	25	0	25	0.00012
Ferribacterium	88875	G	18	0	18	0.00009
Dechloromonas	73029	G	15	-1	14	0.00007
Cypionkella	2804673	G	3486	-3348	138	0.00066
Gemmobacter	204456	G	988	-1	987	0.00471
Rhodobacter	1060	G	631	4	635	0.00303
Tabrizicola	1443919	G	544	1061	1605	0.00766
Paracoccus	265	G	316	1	317	0.00151
Amaricoccus	56999	G	219	-69	150	0.00072
Defluviimonas	1097466	G	195	0	195	0.00093
Cereibacter	1653176	G	163	0	163	0.00078
Pseudorhodobacter	238783	G	147	-1	146	0.00070
Roseibaca	1400060	G	143	0	143	0.00068
Rhodovulum	34008	G	85	-7	78	0.00037
Thioclava	285107	G	57	3	60	0.00029
Pseudooceanicola	1679449	G	56	4	60	0.00029
Roseinatronobacter	121820	G	44	0	44	0.00021
Methylarcula	72021	G	43	0	43	0.00021
Albimonas	663242	G	41	0	41	0.00020
Marimonas	1914026	G	40	0	40	0.00019
Limibaculum	2036011	G	39	0	39	0.00019
Psychromarinibacter	2035345	G	31	0	31	0.00015
Meinhardsimonia	2846747	G	30	0	30	0.00014
Albirhodobacter	1537716	G	29	-2	27	0.00013
Monaibacterium	2029873	G	25	0	25	0.00012
Chachezhania	2603319	G	24	0	24	0.00011
Marinosulfonomonas	50056	G	24	0	24	0.00011
Rhodosalinus	2047740	G	23	0	23	0.00011
Jhaorihella	1511750	G	22	0	22	0.00011
Pararhodobacter	1097465	G	21	0	21	0.00010
Aestuariicoccus	2054427	G	14	0	14	0.00007
Amylibacter	1617805	G	13	-7	6	0.00003
Jannaschia	188905	G	16	-16	0	0.00000
Neomegalonema	356797	G	24	0	24	0.00011
Polymorphobacter	1508451	G	1348	-180	1168	0.00558
Sandarakinorhabdus	362865	G	170	-2	168	0.00080
Novosphingobium	165696	G	489	0	489	0.00233
Sphingorhabdus	1434046	G	442	0	442	0.00211
Sphingomonas	13687	G	276	2	278	0.00133
Sphingobium	165695	G	61	0	61	0.00029
Aquisediminimonas	2676781	G	47	0	47	0.00022
Stakelama	1124625	G	24	0	24	0.00011
Rhizorhabdus	1649486	G	23	0	23	0.00011
Parasphingorhabdus	2709685	G	11	-11	0	0.00000
Sphingopyxis	165697	G	10	0	10	0.00005
Erythrobacter	1041	G	475	24	499	0.00238
Alteraurantiacibacter	2800678	G	19	0	19	0.00009
Rhizobium	379	G	102	4	106	0.00051
Pararhizobium	1612611	G	20	0	20	0.00010
Agrobacterium	357	G	14	7	21	0.00010
Shinella	323620	G	44	-42	2	0.00001
Nordella	169055	G	169	0	169	0.00081
Hyphomicrobium	81	G	108	-25	83	0.00040
Hansschlegelia	444599	G	59	0	59	0.00028
Methylobacterium	407	G	19	-9	10	0.00005
Microvirga	186650	G	10	-1	9	0.00004
Variibacter	1649510	G	18	1	19	0.00009
Rhodopseudomonas	1073	G	10	0	10	0.00005
Mesorhizobium	68287	G	19	-2	17	0.00008
Hoeflea	274591	G	11	0	11	0.00005
Bosea	85413	G	37	0	37	0.00018
Anderseniella	444432	G	15	0	15	0.00007
Rhodoligotrophos	987053	G	13	0	13	0.00006
Labrys	204476	G	11	-3	8	0.00004
Devosia	46913	G	12	-3	9	0.00004
Sediminicoccus	1706033	G	121	0	121	0.00058
Roseomonas	125216	G	32	1	33	0.00016
Aquidulcibacter	2052989	G	87	0	87	0.00042
Brevundimonas	41275	G	82	-1	81	0.00039
Caulobacter	75	G	22	-1	21	0.00010
Caedimonas	2100210	G	38	0	38	0.00018
Rickettsia	780	G	16	-13	3	0.00001
Arcobacter	28196	G	78	0	78	0.00037
Poseidonibacter	2321187	G	11	0	11	0.00005
Sulfuricurvum	286130	G	71	0	71	0.00034
Desulfovibrio	872	G	12	-3	9	0.00004
Geobacter	28231	G	13	-1	12	0.00006
Lujinxingia	2653226	G	16	-2	14	0.00007
Kaiparowitsia	2303524	G	2326	0	2326	0.01110
Oculatella	1240886	G	96	-4	92	0.00044
Tildeniella	2303519	G	67	-9	58	0.00028
Drouetiella	2303513	G	17	0	17	0.00008
Trichotorquatus	2056240	G	11	-10	1	0.00000
Prochlorococcus	1218	G	2013	0	2013	0.00961
Altericista	2855430	G	144	-21	123	0.00059
Aegeococcus	2799720	G	87	-60	27	0.00013
Metis	2799742	G	52	0	52	0.00025
Cymatolege	2799718	G	16	0	16	0.00008
Chamaesiphon	217161	G	243	0	243	0.00116
Haloleptolyngbya	1169405	G	148	0	148	0.00071
Komvophoron	358711	G	149	0	149	0.00071
Tapinothrix	890417	G	40	0	40	0.00019
Sodalinema	2219504	G	587	0	587	0.00280
Leptochromothrix	2831759	G	525	0	525	0.00251
Lyngbya	28073	G	67	0	67	0.00032
Okeania	1458928	G	38	0	38	0.00018
Oscillatoria	1158	G	11	0	11	0.00005
Starria	241429	G	107	-1	106	0.00051
Pycnacronema	2530217	G	19	0	19	0.00009
Alborzia	2847113	G	45	0	45	0.00021
Neochroococcus	2816233	G	31	1	32	0.00015
Cyanobacterium	102234	G	10	-1	9	0.00004
Cyanomargarita	1982356	G	424	-423	1	0.00000
Iphinoe	988814	G	282	0	282	0.00135
Aliinostoc	2035978	G	83	0	83	0.00040
Purpureonostoc	2816323	G	16	0	16	0.00008
Calothrix	1186	G	29	0	29	0.00014
Mastigocoleus	996924	G	17	0	17	0.00008
Spirulina	1154	G	87	0	87	0.00042
Aliterella	1827277	G	17	0	17	0.00008
Chroococcidiopsis	54298	G	12	0	12	0.00006
Selenomonas	970	G	1176	-36	1140	0.00544
Anoxybacillus	150247	G	63	2	65	0.00031
Halobacillus	45667	G	11	0	11	0.00005
Paenibacillus	44249	G	39	-1	38	0.00018
Cohnella	329857	G	16	0	16	0.00008
Brevibacillus	55080	G	11	-1	10	0.00005
Exiguobacterium	33986	G	10	0	10	0.00005
Paucilactobacillus	2767890	G	69	0	69	0.00033
Fructilactobacillus	2767881	G	50	0	50	0.00024
Weissella	46255	G	11	0	11	0.00005
Aerococcus	1375	G	33	0	33	0.00016
Eremococcus	171412	G	26	0	26	0.00012
Enterococcus	1350	G	18	0	18	0.00009
Senegalia	1924097	G	77	0	77	0.00037
Clostridium	1485	G	13	0	13	0.00006
Alkaliphilus	114627	G	11	0	11	0.00005
Tepidibacter	214904	G	29	0	29	0.00014
Sulfobacillus	28033	G	12	7	19	0.00009
Lachnoclostridium	1506553	G	14	0	14	0.00007
Sporohalobacter	973	G	21	0	21	0.00010
Caldicellulosiruptor	44000	G	14	0	14	0.00007
Erysipelothrix	1647	G	83	-79	4	0.00002
Microbacterium	33882	G	35	1	36	0.00017
Knoellia	136099	G	10	0	10	0.00005
Mycoplasmopsis	2767358	G	30	0	30	0.00014
Mycoplasma	2093	G	21	-7	14	0.00007
Deinococcus	1298	G	52	0	52	0.00025
Flavobacterium	237	G	5115	-1	5114	0.02441
Chryseobacterium	59732	G	378	2	380	0.00181
Fluviicola	332102	G	11	0	11	0.00005
Arcicella	217140	G	1587	-27	1560	0.00745
Lacihabitans	1649462	G	1062	-1	1061	0.00506
Flectobacillus	101	G	102	-3	99	0.00047
Arcticibacterium	2173039	G	56	0	56	0.00027
Runella	105	G	45	-5	40	0.00019
Leadbetterella	319458	G	43	0	43	0.00021
Emticicia	312278	G	41	-16	25	0.00012
Dyadobacter	120831	G	23	-2	21	0.00010
Siphonobacter	700450	G	11	-3	8	0.00004
Flexibacter	992	G	88	0	88	0.00042
Hymenobacter	89966	G	30	2	32	0.00015
Adhaeribacter	299566	G	24	-3	21	0.00010
Persicobacter	59740	G	16	-16	0	0.00000
Ferruginibacter	1004303	G	201	-8	193	0.00092
Flavisolibacter	398041	G	32	-19	13	0.00006
Edaphobaculum	2039714	G	13	0	13	0.00006
Sediminibacterium	504481	G	11	-5	6	0.00003
Haliscomenobacter	2349	G	126	0	126	0.00060
Phaeodactylibacter	1564515	G	25	-6	19	0.00009
Portibacter	1227556	G	12	0	12	0.00006
Rubidimonas	1147735	G	21	0	21	0.00010
Sphingobacterium	28453	G	90	0	90	0.00043
Pedobacter	84567	G	36	0	36	0.00017
Mucilaginibacter	423349	G	15	-1	14	0.00007
Maribellus	2678352	G	10	0	10	0.00005
Luteolibacter	518753	G	122	-5	117	0.00056
Geminisphaera	1148783	G	60	0	60	0.00029
Oleiharenicola	2100741	G	18	0	18	0.00009
Gemmata	113	G	17	-2	15	0.00007
Limnoglobus	2731450	G	16	0	16	0.00008
